id,kd_brg,barcode,nama,merk,satuan,kd_supp,modal,barcode_image
250,GR SERI GRT,MGRT06,GERGAJI GOROK SERI GRT 14-16-18,GRT,LSN,SMSL,211500.0,
251,GR SERI HS,MHIO58,GOROK SERI HIOSHI 14-18,HIOSHI,LSN,KBB,223250.0,
252,GR SS10 NI,MGOM27,"GRENDEL STAINLESS 10"" GOMEO",GOMEO,LSN,NIB,92500.0,
253,GR SS12 NI,MGOM28,"GRENDEL STAINLESS 12"" GOMEO",GOMEO,LSN,NIB,115000.0,
254,GR SS2,MDOL08,"GRENDEL STAINLESS 2"" DOLPHIN",DOLPHIN,LSN,BI,46545.45,
255,GR SS2 NI,MGOM29,"GRENDEL STAINLESS 2"" GOMEO",GOMEO,LSN,NIB,21500.0,
256,GR SS2 OVAL GM,MGOM30,"GRENDEL STAINLESS 2"" OVAL GOMEO",GOMEO,LSN,NIB,22500.0,
257,GR SS3,MDOL09,"GRENDEL STAINLESS 3"" DOLPHIN",DOLPHIN,LSN,BI,60000.01,
258,GR SS3 NI,MGOM31,"GRENDEL STAINLESS 3"" GOMEO",GOMEO,LSN,NIB,27000.0,
259,GR SS3 OVAL GM,MGOM32,"GRENDEL STAINLESS 3"" OVAL GOMEO",GOMEO,LSN,NIB,27000.0,
260,GR SS4,MDOL10,"GRENDEL STAINLESS 4"" DOLPHIN",DOLPHIN,LSN,BI,75000.0,
261,GR SS4 NI,MGOM33,"GRENDEL STAINLESS 4"" GOMEO",GOMEO,LSN,NIB,35000.0,
262,GR SS4 OVAL GM,MGOM34,"GRENDEL STAINLESS 4"" OVAL GOMEO",GOMEO,LSN,NIB,32500.0,
263,GR SS6 NI,MGOM35,"GRENDEL STAINLESS 6"" GOMEO",GOMEO,LSN,NIB,49000.0,
264,GR SS6 OVAL GM,MGOM36,"GRENDEL STAINLESS 6"" OVAL GOMEO",GOMEO,LSN,NIB,44000.0,
265,GR SS8 NI,MGOM37,"GRENDEL STAINLESS 8"" GOMEO",GOMEO,LSN,NIB,77500.0,
266,GRARCO NI,MARC01,GEROBAK ARCO MERAH,ARCO,PCS,NIB,620000.0,
267,GRBS EKL 12,MHIO59,GERGAJI BESI 12' ENGKOL 001E,HIOSHI,LSN,KBB,277875.0,
268,GRBS KRT 001A,MHIO60,GERGAJI BESI GG KARET 001A,HIOSHI,LSN,KBB,235125.0,
269,GRINDA 2300B,MMOD16,MESIN GRINDA M2300B,MODERN,PCS,GMM,239590.0,
270,GRINDA 2340V,MMOD17,M DISC GRINDA M2340V,MODERN,PCS,GMM,254600.0,
271,GRINDA M2350B,MMOD18,MESIN GRINDA M2350B,MODERN,PCS,GMM,241893.75,
272,GRINDWD 4,MWDX03,"GRINDING WHEEL 4""(BATU SLEP) CUTTING SLEP",WD,PCS,WDS,4976.68,
273,GRISCO BESI,MISC04,GEROBAK BESI ISCO 10 KG (TIPIS),ISCO,SET,STD,210000.0,
274,GRISCO BS TBL,MISC05,"GEROBAK BESI ISCO TEBAL (14,5KG)",ISCO,PCS,STD,335000.0,
275,GRISCO PVC,MISC06,GEROBAK PVC ISCO,ISCO,PCS,STD,325000.0,
276,GUN SS,MXXX23,TEMBAKAN LEM SOSIS,,PCS,HF,90000.0,
277,HA BK 4,MTOK04,HAK BUKA NO.4 TOKIO,TOKIO,BOX,NAS,12500.0,
278,HA ULIR,MGOM38,HAK ANGIN ULIR  BESI GOMEO,GOMEO,LSN,NIB,20500.0,
279,HAND BLW IWA,MXXX24,ELECTRIC HAND BLOWER IWA,,PCS,SMT,140000.0,
280,HSSC18,MISC07,HAND SHOWER ISCO SC-18,ISCO,SET,STD,33500.0,
281,HSSC22,MISC08,HAND SHOWER ISCO SC-22,ISCO,PCS,STD,28500.0,
282,HSSC23,MISC09,HAND SHOWER + FILTER ISCO SC-23,ISCO,PCS,STD,35000.0,
283,HSSC24,MISC10,HAND SHOWER ISCO SC-24,ISCO,PCS,STD,29500.0,
284,HSSC27,MISC11,HAND SHOWER ISCO SC-27,ISCO,SET,STD,30000.0,
285,HT 10 TK,MTOK05,SKRUP MATA TUTUP / HAK TUTUP 10 TOKIO,TOKIO,GR ,NAS,25000.0,
286,HT 2 TK,MTOK06,SKRUP MATA TUTUP / HAK TUTUP 2 TOKIO,TOKIO,GR ,NAS,6750.0,
287,HT 3 TK,MTOK07,SKRUP MATA TUTUP / HAK TUTUP 3 TOKIO,TOKIO,GR ,NAS,7750.0,
288,HT 8 TK,MTOK08,SKRUP MATA TUTUP / HAK TUTUP 8 TOKIO,TOKIO,GR ,NAS,17500.0,
289,IS HTM,MSAN01,ISOLASI LISTRIK HITAM SAN EI,SAN EI,PCS,STD,8800.0,
290,IS ISCO,MISC12,ISOLASI NATIONAL ISCO,ISCO,PCS,STD,3300.0,
291,JIGSAW M2200,MMOD19,MESIN JIG SAW M-2200 MODERN,MODERN,PCS,MT,229900.0,
292,JS CHR,MSKL01,JET SHOWER CHROME SKL,SKL,PCS,SDL,28627.7,
293,JS CHR SC61,MISC13,JET SHOWER BULAT CHROME SC-61,ISCO,PCS,STD,30500.0,
294,JS PTH SC60,MISC14,JET SHOWER BULAT PUTIH SC-60,ISCO,PCS,STD,28500.0,
295,JS SC30,MISC15,JET SHOWER SET SC-30 PUTIH ISCO,ISCO,PCS,STD,26000.0,
296,KC KCL CLS,MCLA02,KUNCI KECIL CLASSIC SN/CP,CLASSIC,SET,HSJ,36190.0,
297,KC KPL BOR BC,MTOK09,KUNCI KEPALA BOR BC,TOKIO,PCS,NAS,4000.0,
298,KC L HS BOX,MHIO61,KUNCI L CRV LONG (BOX) HIOSHI,HIOSHI,SET,KBB,55936.0,
299,KC L SET HS,MHIO62,KUNCI L SET 10 PC HTM HIOSHI,HIOSHI,SET,KBB,8358.0,
300,KC L SET PTH,MHIO63,KUNCI L SET 10 PC PTH HIOSHI,HIOSHI,SET,KBB,9109.61,
301,KC PAS 12X13,MDIA02,KUNCI PAS 12 X 13 DIAMOND,DIAMOND,PCS,GSS,2300.0,
302,KC RG PAS 10 HS,MHAS16,"KUNCI RING PAS 10"" HASSTON",HASSTON,PCS,CPI,8150.0,
303,KC RG PAS 12 HS,MHAS17,"KUNCI RING PAS 12"" HASSTON",HASSTON,PCS,CPI,9600.0,
304,KC RG PAS 14 HS,MHAS18,"KUNCI RING PAS 14"" HASSTON",HASSTON,PCS,CPI,11800.0,
305,KC RG PAS 17 HS,MHAS19,"KUNCI RING PAS 17"" HASSTON",HASSTON,PCS,CPI,19400.0,
306,KC RG PAS 19 HS,MHAS20,"KUNCI RING PAS 19"" HASSTON",HASSTON,PCS,CPI,20650.0,
307,KC RG PAS 22 HS,MHAS21,"KUNCI RING PAS 22"" HASSTON",HASSTON,PCS,CPI,30250.0,
308,KC RG SET 6,MDIA03,KUNCI RING SET 6-22 DIAMOND,DIAMOND,SET,GSS,48000.0,
309,KC RP SET,MDIA04,KUNCI RING PAS SET 8-22 DIAMOND,DIAMOND,SET,GSS,45000.0,
310,KC SOK RF HS,MHAS22,KUNCI SOCK ROFING HASSTON,HASSTON,SET,CPI,38060.0,
311,KC SOK T10,MHIO64,KUNCI SOK T10 MM,HIOSHI,PCS,KBB,13117.84,
312,KC SOK T12,MHIO65,KUNCI SOK T12 MM,HIOSHI,PCS,KBB,13117.84,
313,KC SOK T8,MHIO66,KUNCI SOK T8 MM,HIOSHI,PCS,KBB,13117.83,
314,KC SOK T9,MHIO67,KUNCI SOK T9 MM,HIOSHI,PCS,KBB,13117.84,
315,KC TGG VRDS BLK,MVER01,KUNCI TANGGUNG VERDASCE BLACK GOLD,VERDASCE,SET,SMSL,84787.5,
316,KC Y 10X11X13,MHIO68,KUNCI SOK Y 10 X 11 X 13,HIOSHI,PCS,KBB,12389.0,
317,KC Y 10X12X14,MHIO69,KUNCI SOK Y 10 X 12 X 14,HIOSHI,PCS,KBB,12389.0,
318,KC Y 12X14X17,MHIO70,KUNCI SOK Y 12 X 14 X 17,HIOSHI,PCS,KBB,14211.21,
319,KC Y 8X10X12,MHIO71,KUNCI SOK Y 8 X 10 X 12,HIOSHI,PCS,KBB,11295.87,
320,KC Y 8X9X10,MHIO72,KUNCI SOK Y 8 X 9 X 10,HIOSHI,PCS,KBB,11295.92,
321,KCPP KRT 10,MHIO73,KUNCI PIPA PRO KARET 10' HIOSHI,HIOSHI,PCS,KBB,40080.93,
322,KCPP KRT 12,MHIO74,KUNCI PIPA PRO KARET 12' HIOSHI,HIOSHI,PCS,KBB,42750.0,
323,KCPP KRT 14,MHIO75,KUNCI PIPA PRO KARET 14' HIOSHI,HIOSHI,PCS,KBB,55218.75,
324,KCPP KRT 18,MHIO76,KUNCI PIPA PRO KARET 18' HIOSHI,HIOSHI,PCS,KBB,76518.46,
325,KCPP KRT 24,MHIO77,KUNCI PIPA PRO KARET 24' HIOSHI,HIOSHI,PCS,KBB,109319.83,
326,KCPP KRT 36,MHIO78,KUNCI PIPA PRO KARET 36' HIOSHI,HIOSHI,PCS,KBB,218631.58,
327,KCPP KRT 8,MHIO79,KUNCI PIPA PRO KARET 8' HIOSHI,HIOSHI,PCS,KBB,32795.05,
328,KE PAS 8,MHIO80,KUNCI ECO PAS 8 PC (6-22) HIOSHI,HIOSHI,PCS,KBB,78731.25,
329,KKR BLT,MORE01,KIKIR BULAT,OREGON,LSN,GSS,52500.0,
330,KKR GRT 4,MGRT07,KIKIR GRT 4',GRT,LSN,SMSL,54625.0,
331,KKR GRT 5,MGRT08,KIKIR GRT 5',GRT,LSN,SMSL,71250.0,
332,KP ECO 10X11,MHIO81,KUNCI PAS ECO 10 X 11 HIOSHI,HIOSHI,PCS,KBB,6555.0,
333,KP ECO 10X12,MHIO82,KUNCI PAS ECO 10 X 12 HIOSHI,HIOSHI,PCS,KBB,5492.19,
334,KP ECO 12X13,MHIO83,KUNCI PAS ECO 12 X 13 HIOSHI,HIOSHI,PCS,KBB,7374.37,
335,KP ECO 14X15,MHIO84,KUNCI PAS ECO 14 X 15 HIOSHI,HIOSHI,PCS,KBB,8093.75,
336,KP ECO 16X17,MHIO85,KUNCI PAS ECO 16 X 17 HIOSHI,HIOSHI,PCS,KBB,10175.0,
337,KP ECO 18X19,MHIO86,KUNCI PAS ECO 18 X 19 HIOSHI,HIOSHI,PCS,KBB,10868.75,
338,KP ECO 19X21,MHIO87,KUNCI PAS ECO 19 X 21 HIOSHI,HIOSHI,PCS,KBB,10545.0,
339,KP ECO 24X27,MHIO88,KUNCI PAS ECO 24 X 27 HIOSHI,HIOSHI,PCS,KBB,17575.0,
340,KP ECO 8X10,MHIO89,KUNCI PAS ECO 8 X 10 HIOSHI,HIOSHI,PCS,KBB,5052.81,
341,KP ECO 8X9,MHIO90,KUNCI PAS ECO 8 X 9 HIOSHI,HIOSHI,PCS,KBB,5318.75,
342,KP GM 9001-1,MGOM39,KUNCI PINTU GOMEO 9001-1,GOMEO,PCS,NIB,115000.0,
343,KP GM 9001-2,MGOM40,KUNCI PINTU GOMEO 9001-2,GOMEO,PCS,NIB,115000.0,
344,KP GM 9002-1,MGOM41,KUNCI PINTU GOMEO 9002-1,GOMEO,PCS,NIB,107500.0,
345,KP GM 9002-2,MGOM42,KUNCI PINTU GOMEO 9002-2,GOMEO,PCS,NIB,107500.0,
346,KP GM 9009-1,MGOM43,KUNCI PINTU GOMEO 9009-1,GOMEO,PCS,NIB,102500.0,
347,KP GM 9009-2,MGOM44,KUNCI PINTU GOMEO 9009-2,GOMEO,PCS,NIB,102500.0,
348,KP GM 9010-2,MGOM45,KUNCI PINTU GOMEO 9010-2,GOMEO,PCS,NIB,97500.0,
349,KP GM 9011-1,MGOM46,KUNCI PINTU GOMEO 9011-1,GOMEO,PCS,NIB,102500.0,
350,KP GM 9011-2,MGOM47,KUNCI PINTU GOMEO 9011-2,GOMEO,PCS,NIB,102500.0,
351,KP GM 9012-1,MGOM48,KUNCI PINTU GOMEO 9012-1,GOMEO,PCS,NIB,115000.0,
352,KP GM 9012-2,MGOM49,KUNCI PINTU GOMEO 9012-2,GOMEO,PCS,NIB,125000.0,
353,KP GM 9501 GY,MGOM50,KUNCI PINTU GOMEO 9501 GY,GOMEO,PCS,NIB,107500.0,
354,KP GM 9502 GY,MGOM51,KUNCI PINTU GOMEO 9502 GY,GOMEO,PCS,NIB,107500.0,
355,KP KT BLK ISCO,MISC16,KUNCI PINTU KOTAK BLACK BM02 ISCO,ISCO,PCS,STD,35000.0,
356,KP SATIN 12X14,MHIO91,KUNCI PAS SATIN 12 X 14 HIOSHI,HIOSHI,PCS,KBB,6590.63,
357,KP SATIN 14X17,MHIO92,KUNCI PAS SATIN 14 X 17 HIOSHI,HIOSHI,PCS,KBB,7689.06,
358,KP SATIN 17X19,MHIO93,KUNCI PAS SATIN 17 X 19 HIOSHI,HIOSHI,PCS,KBB,10325.31,
359,KP SATIN 22X24,MHIO94,KUNCI PAS SATIN 22 X 24 HIOSHI,HIOSHI,PCS,KBB,16625.0,
360,KP TGG GM 8301-1,MGOM52,KUNCI TGG GOMEO 8301-1,GOMEO,PCS,NIB,92500.0,
361,KP TGG GM 8301-2,MGOM53,KUNCI TGG GOMEO 8301-2,GOMEO,PCS,NIB,90000.0,
362,KP TGG GM 8301-3,MGOM54,KUNCI TGG GOMEO 8301-3,GOMEO,PCS,NIB,82500.0,
363,KP TGG GM 8302-1,MGOM55,KUNCI TGG GOMEO 8302-1,GOMEO,PCS,NIB,105000.0,
364,KP TGG GM 8302-2,MGOM56,KUNCI TGG GOMEO 8302-2,GOMEO,PCS,NIB,90000.0,
365,KP TGG GM 8302-3,MGOM57,KUNCI TGG GOMEO 8302-3,GOMEO,PCS,NIB,82500.0,
366,KP TGG GM 8309-1,MGOM58,KUNCI TGG GOMEO 8309-1,GOMEO,PCS,NIB,85000.0,
367,KP TGG GM 8309-2,MGOM59,KUNCI TGG GOMEO 8309-2,GOMEO,PCS,NIB,87500.0,
368,KP TGG GM 8311-1,MGOM60,KUNCI TGG GOMEO 8311-1,GOMEO,PCS,NIB,85000.0,
369,KP TGG GM 8311-2,MGOM61,KUNCI TGG GOMEO 8311-2,GOMEO,PCS,NIB,85000.0,
370,KP TGG GM 8312-1,MGOM62,KUNCI TGG GOMEO 8312-1,GOMEO,PCS,NIB,105000.0,
371,KP TGG GM 8312-2,MGOM63,KUNCI TGG GOMEO 8312-2,GOMEO,PCS,NIB,90000.0,
372,KP TGG GM 8501 GY,MGOM64,KUNCI TGG GOMEO 8501 GY,GOMEO,PCS,NIB,87500.0,
373,KP TGG GM 8502 GY,MGOM65,KUNCI TGG GOMEO 8502 GY,GOMEO,PCS,NIB,87500.0,
374,KP TGG GM SS868,MGOM66,KUNCI TGG GOMEO SS 868,GOMEO,PCS,NIB,75000.0,
375,KP TGG GRT888,MGRT09,KUNCI PINTU TGG GRT 888 (GP),GRT,SET,SMSL,54625.0,
376,KP TGG GRT999,MGRT10,KUNCI PINTU TGG GRT 999 (GP),GRT,SET,SMSL,54625.0,
377,KP TGG MU-04,MISC17,KUNCI PINTU TGG MU-04 ISCO,ISCO,PCS,STD,43000.0,
378,KP TGG MU-06,MISC18,KUNCI PINTU TGG MU-06 ISCO,ISCO,PCS,STD,39500.0,
379,KP TGG PROF601,MPRO02,KUNCI TANGGUNG PROFIX 601-2,PROFIX,PCS,NIB,45000.0,
380,KP TGG PROF602,MPRO03,KUNCI TANGGUNG PROFIX 602-2,PROFIX,PCS,NIB,51500.0,
381,KP TGG PROF603,MPRO04,KUNCI TANGGUNG PROFIX 603-2,PROFIX,LSN,NIB,51500.0,
382,KP TGG PROF603-1,MPRO05,KUNCI TANGGUNG PROFIX 603-1,PROFIX,PCS,NIB,50000.0,
383,KP TGG PROF605,MPRO06,KUNCI TANGGUNG PROFIX 605-2,PROFIX,PCS,NIB,60000.0,
384,KR 1/2 HD,MHIO95,KRAN PLASTIK HD 1/2,HIOSHI,LSN,KBB,92500.0,
385,KR ANG FL,MSKL02,KRAN ANGSA FLEXIBEL SKL,SKL,PCS,SDL,68364.32,
386,KR ANG FLUL,MSKL03,KRAN ANGSA FLEXIBEL ULIR SKL,SKL,PCS,SDL,68364.32,
387,KR ANGEXE01,MEXE01,KRAN ANGSA FLEXIBLE 977 EXECUTIVE 1/2,EXECUTIVE,PCS,BI,74272.8,
388,KR ANGPT01,MEXE02,KRAN ANGSA PATEN 976 EXECUTIVE 1/2,EXECUTIVE,PCS,BI,33636.41,
389,KR ANGPVC ISCO,MISC19,KRAN ANGSA PVC ISCO,ISCO,PCS,STD,17000.0,
390,KR CBNG WD1039,MISC20,KRAN DOUBLE BALING WD1039 / KRAN CABANG ISCO,ISCO,PCS,STD,32500.0,
391,KR CBNG WD1131,MISC21,KRAN DOUBLE ENGKOL WD1131 / KRAN CABANG ISCO,ISCO,PCS,STD,26000.0,
392,KR CBNG WD1135,MISC22,KRAN DOUBLE ENGKOL WD1135 / KRAN CABANG ISCO,ISCO,PCS,STD,31500.0,
393,KR CBNG WD1139,MISC23,KRAN DOUBLE BALING WD1139 / KRAN CABANG ISCO,ISCO,PCS,STD,27500.0,
394,KR CBNG WD201,MISC24,KRAN CABANG/DOUBLE ISCO S/S WD 201,ISCO,PCS,STD,28500.0,
395,KR ECO 10X11,MHIO96,KUNCI RING ECO 10 X 11 HIOSHI,HIOSHI,PCS,KBB,7210.5,
396,KR ECO 10X12,MHIO97,KUNCI RING ECO 10 X 12 HIOSHI,HIOSHI,PCS,KBB,6810.31,
397,KR ECO 12X13,MHIO98,KUNCI RING ECO 12 X 13 HIOSHI,HIOSHI,PCS,KBB,8685.5,
398,KR ECO 14X15,MHIO99,KUNCI RING ECO 14 X 15 HIOSHI,HIOSHI,PCS,KBB,9943.75,
399,KR ECO 16X17,MHIO100,KUNCI RING ECO 16 X 17 HIOSHI,HIOSHI,PCS,KBB,11562.5,
400,KR ECO 17X19,MHIO101,KUNCI RING ECO 17 X 19 HIOSHI,HIOSHI,PCS,KBB,12082.81,
401,KR ECO 18X19,MHIO102,KUNCI RING ECO 18 X 19 HIOSHI,HIOSHI,PCS,KBB,14748.75,
402,KR ECO 20X22,MHIO103,KUNCI RING ECO 20 X 22 HIOSHI,HIOSHI,PCS,KBB,19656.25,
403,KR ECO 22X24,MHIO104,KUNCI RING ECO 22 X 24 HIOSHI,HIOSHI,PCS,KBB,23750.0,
404,KR ECO 24X27,MHIO105,KUNCI RING ECO 24 X 27 HIOSHI,HIOSHI,PCS,KBB,27750.0,
405,KR ECO 30X32,MHIO106,KUNCI RING ECO 30 X 32 HIOSHI,HIOSHI,PCS,KBB,39312.5,
406,KR ECO 8,MHIO107,KUNCI ECO RING 8 PC (6-22) HIOSHI,HIOSHI,PCS,KBB,92625.0,
407,KR ECO 8X10,MHIO108,KUNCI RING ECO 8 X 10 HIOSHI,HIOSHI,PCS,KBB,5931.56,
408,KR ECO 8X9,MHIO109,KUNCI RING ECO 8 X 9 HIOSHI,HIOSHI,PCS,KBB,6012.5,
409,KR ECO PAS 8,MHIO110,KUNCI ECO RING PAS 8 PC (8-24) HIOSHI,HIOSHI,SET,KBB,98325.0,
410,KR FLEX WF2035,MISC25,KRAN ANGSA FLEXIBEL MEJA WF2035 ISCO,ISCO,PCS,STD,50000.0,
411,KR FLEX WF2037,MISC26,KRAN ANGSA FLEXIBLE WF2037 ISCO,ISCO,PCS,STD,40000.0,
412,KR FLEX WF501,MISC27,KRAN ANGSA FLEXIBLE S/S ISCO WF501,ISCO,PCS,STD,75000.0,
413,KR HK 1/2 HS,MHIO111,KRAN PVC 1/2 HK HIOSHI,HIOSHI,LSN,KBB,110124.0,
414,KR INJAK,MHIO112,KRAN INJAK PEDAL BULAT / PJG,HIOSHI,PCS,KBB,210000.0,
415,KR MJ WF5020,MISC28,KRAN MEJA FLEXIBLE WARNA WF5020 ISCO,ISCO,PCS,STD,65000.0,
416,KR PD WHC6701,MISC29,KRAN PANAS DINGIN WHC6701 ISCO,ISCO,PCS,STD,140000.0,
417,KR PVC 1/2,MHIO113,KRAN PVC 1/2' (TEMBOK),HIOSHI,LSN,KBB,109250.0,
418,KR PVC 3/4,MHIO114,KRAN PVC 3/4' (TEMBOK),HIOSHI,LSN,KBB,114000.0,
419,KR SATIN 14X17,MHIO115,KUNCI RING SATIN 14 X 17 HIOSHI,HIOSHI,PCS,KBB,9885.94,
420,KR SATIN 19X21,MHIO116,KUNCI RING SATIN 19 X 21 HIOSHI,HIOSHI,PCS,KBB,17575.0,
421,KR SATIN 21X23,MHIO117,KUNCI RING SATIN 21 X 23 HIOSHI,HIOSHI,PCS,KBB,21375.0,
422,KR SATIN 30X32,MHIO118,KUNCI RING SATIN 30 X 32 HIOSHI,HIOSHI,PCS,KBB,40375.0,
423,KR SH WSL1001,MISC30,KRAN SHOWER A WSL 1001,ISCO,PCS,STD,11000.0,
424,KR SH WST2001,MISC31,KRAN SHOWER ISCO WST2001,ISCO,PCS,STD,13000.0,
425,KR SH01,MEXE03,KRAN SHOWER A 1/2 946 EXECUTIVE,EXECUTIVE,PCS,BI,19090.91,
426,KR SUMUR HJ,MHIO119,KEREKAN SUMUR ECO (HIJAU) HKS002,HIOSHI,PCS,KBB,15732.0,
427,KR TB01,MEXE04,KRAN TEMBOK 1/2 927 EXECUTIVE,EXECUTIVE,PCS,BI,20454.55,
428,KR TB02,MEXE05,KRAN TEMBOK 3/4 927 EXECUTIVE,EXECUTIVE,PCS,BI,20909.09,
429,KR TGK WT1039,MISC32,KRAN CHROME BALING WT1039 / KRAN TEMBOK,ISCO,PCS,STD,20000.0,
430,KR TMN 1/2 YS,MYUS04,KRAN TAMAN PVC 1/2 8005 YUSTAR,YUSTAR,LSN,HHH,32307.6,
431,KR TMN 1/2 YS 9005,MYUS05,KRAN TAMAN PVC 1/2 9005 YUSTAR,YUSTAR,LSN,HHH,32307.6,
432,KR TMN 206,MISC33,KRAN TAMAN TRANSPARANT 206 ISCO,ISCO,LSN,STD,45000.0,
433,KR TMN ABS 1/2,MISC34,"KRAN TAMAN ABS WARNA 1/2"" ISCO",ISCO,PCS,STD,8750.0,
434,KR TMN ABS 3/4,MISC35,"KRAN TAMAN ABS WARNA 3/4"" ISCO",ISCO,PCS,STD,9750.0,
435,KR TMN GRT,MGRT11,KRAN TAMAN TRANSPARANT GRT TWO WAY,GRT,LSN,SMS,42300.0,
436,KR TMN KNG 3/4,MNIC01,KRAN TAMAN KUNINGAN PANJANG 3/4,NICHIE,PCS,NAS,25000.0,
437,KR TMN WT101,MISC36,KRAN TAMAN / KRAN TEMBOK WT101 SS304 ISCO,ISCO,PCS,STD,19000.0,
438,KR WT933,MEXE06,KRAN WASTAFEL 933 EXECUTIVE,EXECUTIVE,PCS,BI,31454.54,
439,KR WTIGM IK050,MIGM08,KRAN WASTAFEL ABS IGM IK-050,IGM,PCS,HIK,14090.91,
440,KRP ECO 10,MHIO120,KUNCI RING PAS ECO 10 MM HIOSHI,HIOSHI,PCS,KBB,6555.0,
441,KRP ECO 12,MHIO121,KUNCI RING PAS ECO 12 MM HIOSHI,HIOSHI,PCS,KBB,7866.0,
442,KRP ECO 14,MHIO122,KUNCI RING PAS ECO 14 MM HIOSHI,HIOSHI,PCS,KBB,9177.0,
443,KRP ECO 17,MHIO123,KUNCI RING PAS ECO 17 MM HIOSHI,HIOSHI,PCS,KBB,12290.15,
444,KRP ECO 19,MHIO124,KUNCI RING PAS ECO 19 MM HIOSHI,HIOSHI,PCS,KBB,13929.37,
445,KRP ECO 22,MHIO125,KUNCI RING PAS ECO 22 MM HIOSHI,HIOSHI,PCS,KBB,16187.5,
446,KRP ECO 24,MHIO126,KUNCI RING PAS ECO 24 MM HIOSHI,HIOSHI,PCS,KBB,20812.5,
447,KRP ECO 8,MHIO127,KUNCI RING PAS ECO 8 MM HIOSHI,HIOSHI,PCS,KBB,5899.5,
448,KRP SATIN 22,MHIO128,KUNCI RING PAS SATIN 22 MM HIOSHI,HIOSHI,PCS,KBB,16187.5,
449,KRTMN 1/2 8005,MISC37,KRAN TAMAN ABS 1/2 SS 8005,ISCO,LSN,STD,33500.0,
450,KRTMN 1/2 8117,MISC38,KRAN TAMAN ABS 1/2 SS 8117 ISCO,ISCO,PCS,STD,9500.0,
451,KRTMN 3/4 8005,MISC39,KRAN TAMAN ABS 3/4 SS 8005,ISCO,LSN,STD,36000.0,
452,KRTMN OWN,MOWN01,KRAN PVC TAMAN OWNER TOPI,OWNER,LSN,STS,50473.5,
453,KS BLT 10,MISC40,KAPASITOR BULAT 10UF ISCO,ISCO,PCS,STD,10250.0,
454,KS BLT 12,MISC41,KAPASITOR BULAT 12UF ISCO,ISCO,PCS,STD,11300.0,
455,KS BLT 16,MISC42,KAPASITOR BULAT 16UF ISCO,ISCO,PCS,STD,15100.0,
456,KS BLT 8,MISC43,KAPASITOR BULAT 8UF ISCO,ISCO,PCS,STD,9880.0,
457,KUAS 1,MGRT12,"KUAS CAT 1"" 633",GRT,LSN,SMSL,10750.0,
458,KUAS 1 HMV,MHMV01,"KUAS CAT PUTIH 1"" HMV",HMV,LSN,NIB,11160.0,
459,KUAS 1 LEON,MLEO01,"KUAS CAT PUTIH 1"" LEON",LEON,LSN,NIB,9500.0,
460,KUAS 1.5,MGRT13,"KUAS CAT 1.5"" 633",GRT,LSN,SMSL,16125.0,
461,KUAS 1.5 HMV,MHUM01,"KUAS CAT PUTIH 1,5"" HMV",HUMVEE,LSN,NIB,16740.0,
462,KUAS 1.5 LEON,MLEO02,"KUAS CAT PUTIH 1,5"" LEON",LEON,LSN,NIB,14250.0,
463,KUAS 2,MGRT14,"KUAS CAT 2"" 633",GRT,LSN,SMSL,21500.0,
464,KUAS 2 LEON,MLEO03,"KUAS CAT PUTIH 2"" LEON",LEON,LSN,NIB,21000.0,
465,KUAS 2.5,MGRT15,"KUAS CAT 2.5"" 633",GRT,LSN,SMSL,26875.0,
466,KUAS 2.5 HMV,MHUM02,"KUAS CAT PUTIH 2,5"" HMV",HUMVEE,LSN,NIB,27900.0,
467,KUAS 2.5 PRO,MPRO07,"KUAS CAT 2.5"" PROFIX",PROFIX,LSN,NIB,26250.0,
468,KUAS 3,MGRT16,"KUAS CAT 3"" 633",GRT,LSN,SMSL,32250.0,
469,KUAS 3 LEON,MLEO04,"KUAS CAT PUTIH 3"" LEON",LEON,LSN,NIB,31500.0,
470,KUAS 3 PRO,MPRO08,"KUAS CAT 3"" PROFIX",PROFIX,LSN,NIB,31500.0,
471,KUAS 4,MPRO09,"KUAS CAT 4"" 633",PROFIX,LSN,NIB,40000.0,
472,KUAS 4 HMV,MHUM03,"KUAS CAT PUTIH 4"" HMV",HUMVEE,LSN,NIB,40500.0,
473,KUAS 5,MPRO10,"KUAS CAT 5"" 633",PROFIX,LSN,NIB,51000.0,
474,KUAS 5 HMV,MHUM04,"KUAS CAT PUTIH 5"" HMV",HUMVEE,LSN,NIB,50000.0,
475,KUAS 5 LEON,MLEO05,"KUAS CAT PUTIH 5"" LEON",LEON,LSN,NIB,57500.0,
476,KUAS R 9,MLEO06,"KUAS ROLL LEON 9""",LEON,LSN,NIB,80000.0,
477,KUAS R GRT,MGRT17,"KUAS ROLL GRT 9""",GRT,LSN,SMSL,183300.0,
478,KUAS R HD4,MHIO129,KUAS ROLL KAPAL HD4 HIOSHI,HIOSHI,LSN,KBB,118750.0,
479,KUAS R KPL,MXXX25,KUAS ROLL KAPAL,,LSN,HHH,38500.0,
480,KUAS R PRO9,MHIO130,KUAS ROLL PRO 9 HIOSHI,HIOSI,PCS,KBB,25175.0,
481,KUAS R STL,MSTA01,KUAS ROLL STALLION 9',STALLION,LSN,MSM,53000.0,
483,KWL1/2PVC BL,MBLA01,KAWAT LOKET 1/2 PVC BLANKE,BLANKE,ROL,KA,63000.0,
