id,kd_brg,barcode,nama,merk,satuan,kd_supp,modal,barcode image
462,KUAS 1.5 LEON,KUAS 1.5 LEON,"KUAS CAT PUTIH 1,5"" LEON",LEON,LSN,NIB,14250,
463,KUAS 2,"KUAS 2"" 633","KUAS CAT 2"" 633",GRT,LSN,SMSL,21500,
464,KUAS 2 LEON,KUAS 2 LEON,"KUAS CAT PUTIH 2"" LEON",LEON,LSN,NIB,21000,
465,KUAS 2.5,"KUAS 2.5"" 633","KUAS CAT 2.5"" 633",GRT,LSN,SMSL,26875,
466,KUAS 2.5 HMV,KUAS 2.5 HMV,"KUAS CAT PUTIH 2,5"" HMV",HUMVEE,LSN,NIB,27900,
467,KUAS 2.5 PRO,KUAS 2.5 PRO,"KUAS CAT 2.5"" PROFIX",PROFIX,LSN,NIB,26250,
468,KUAS 3,"KUAS 3"" 633","KUAS CAT 3"" 633",GRT,LSN,SMSL,32250,
469,KUAS 3 LEON,KUAS 3 LEON,"KUAS CAT PUTIH 3"" LEON",LEON,LSN,NIB,31500,
470,KUAS 3 PRO,KUAS 3 PRO,"KUAS CAT 3"" PROFIX",PROFIX,LSN,NIB,31500,
471,KUAS 4,KUAS 4,"KUAS CAT 4"" 633",PROFIX,LSN,NIB,40000,
472,KUAS 4 HMV,KUAS 4 HMV,"KUAS CAT PUTIH 4"" HMV",HUMVEE,LSN,NIB,40500,
473,KUAS 5,KUAS 5,"KUAS CAT 5"" 633",PROFIX,LSN,NIB,51000,
474,KUAS 5 HMV,KUAS 5 HMV,"KUAS CAT PUTIH 5"" HMV",HUMVEE,LSN,NIB,50000,
475,KUAS 5 LEON,KUAS 5 LEON,"KUAS CAT PUTIH 5"" LEON",LEON,LSN,NIB,57500,
476,KUAS R 9,KUAS R 9,"KUAS ROLL LEON 9""",LEON,LSN,NIB,80000,
477,KUAS R GRT,KUAS R GRT,"KUAS ROLL GRT 9""",GRT,LSN,SMSL,183300,
478,KUAS R HD4,KUAS R HD4,KUAS ROLL KAPAL HD4 HIOSHI,HIOSHI,LSN,KBB,118750,
479,KUAS R KPL,KUAS R KPL,KUAS ROLL KAPAL,,LSN,HHH,38500,
480,KUAS R PRO9,KUAS R PRO9,KUAS ROLL PRO 9 HIOSHI,HIOSI,PCS,KBB,25175,
481,KUAS R STL,KUAS R STL,KUAS ROLL STALLION 9',STALLION,LSN,MSM,53000,
483,KWL1/2PVC BL,KWL1/2PVC BL,KAWAT LOKET 1/2 PVC BLANKE,BLANKE,ROL,KA,63000,
484,KWL1/2PVC HMI,KWL1/2PVC HMI,KAWAT LOKET 1/2 PVC HMI,HMI,ROL,NIB,47000,
485,KWL1/2PVC NI,KWL1/2 PVC,KAWAT LOKET 1/2 PVC R2B,R2B,ROL,NIB,62273,
486,KWL1/4PVC BL,KWL1/4PVC BL,KAWAT LOKET 1/4 PVC BLANKE,BLANKE,ROL,KA,75000,
487,KWT SL GALV 6,KWT SL GALV 6,KAWAT SELING GALVANIS 6 MM,,ROL,SJTS,4400000,
488,LAKER AR,LAKER AR,LAKER ARTCO,ARTCO,PCS,NIB,6400,
489,LAKER TK,LAKER TK,LAKER TOKIO,TOKIO,PCS,NAS,3500,
490,LEM 5MNT HD,LEM 5MNT HD,LEM 5 MENIT HANDSOME,HANDSOME,PCS,HF,5250,
491,LEM FOX 400,LEM FOX 400,LEM FOX 400 GR,FOX,PCS,RS,7276.1000000000004,
492,LEM FOX 700,LEM FOX 700,LEM FOX 700 GR,FOX,PCS,RS,14339.9,
493,LEM GLAZ BL,LEM GLAZ BL,GLAZING MP BLACK (LEM BOTOL) 260ML,,BTL,IKA,25500,
494,LEM GLAZ WH,LEM GLAZ WH,GLAZING MP WHITE (LEM BOTOL) 260ML,,BTL,IKA,25500,
495,LEM ISR 40,LEM ISR 40,LEM ISARPLAST TUBE 40 GR,ISARPLAST,PCS,RS,5720,
496,LEM KC HAND,LEM KC HAND,LEM SEALANT BESAR HANDSOME,HANDSOME,PCS,HF,102500,
497,LEM KY,LEM KY,LEM KAYU PUTIH Q BOND 350 GR,Q BOND,PCS,KLI,9600,
498,LEM KY 203A,LEM KY 203A,LEM KAYU PUTIH Q BOND 700 GR 203A,QBOND,PCS,KLI,15504,
499,LEM NIPLST,LEM NIPLST,LEM NIPPONPLAST,NIPPONPLAST,PCS,NIB,3200,
500,LEM PRL KLNG,LEM PRL KLNG,LEM PRALON KALENG Q PLAST 24 X 400 GR,QPLAST,KLG,KLI,34600,
501,LEM PRL KLNG K,LEM PRL KLNG K,LEM PRALON KALENG Q PLAST 36 X 100 GR,QPLAST,KLG,KLI,12000,
502,LEM PRL TUBE,LEM PRL TUBE,LEM PRALON TUBE Q PLAST,QPLAST,PCS,KLI,5145,
503,LEM PTH YZR,LEM PTH YZR,LEM BOTOL SEALANT PUTIH YZR,YOZURI,PCS,STS,20425,
504,LEM PUR500,LEM PUR500,LEM KAYU PUTIH Q BOND PUR 24 X 500,QBOND,KLG,KLI,48000,
505,LEM PVC 100,LEM PVC 100,LEM PVC PLAS 100 GR (FOX),FOX,KLG,RS,12432,
506,LEM QBOND KLNG,LEM QBOND KLNG,LEM Q BOND KALENG,,KLG,KLI,6900,
507,LEM QBOND700,LEM QBOND700,LEM KAYU PUTIH Q BOND 700 GR,Q BOND,PCS,KLI,17000,
508,LEM QBOND750,LEM QBOND750,LEM KAYU PUTIH Q BOND 750 GR,O BOND,PCS,KLI,17000,
509,LEM SIL ODBL,LEM SIL ODBL,LEM SILICONE ONE DROP BLACK / HITAM,ONE DROP,PCS,NIB,17500,
510,LEM SIL ODCL,LEM SIL ODCL,LEM SILICONE ONE DROP CLEAR,ONE DROP,PCS,NIB,17500,
511,LEM SIL ODWHT,LEM SIL ODWHT,LEM SILICONE ONE DROP PUTIH,ONE DROP,PCS,NIB,17500,
512,LEM SS BC,LEM SS BC,LEM SOSIS BLACK,HANDSOME,PCS,HF,25750,
513,LEM SS BC IS,LEM SS BC IS,LEM SOSIS BLACK ISCO,ISCO,PCS,STD,24500,
514,LEM SS CLR,LEM SS CLR,LEM SOSIS CLEAR ISCO,ISCO,PCS,STD,28900,
515,LEM SS WH,LEM SS WH,LEM SOSIS WHITE,HANDSOME,PCS,HF,27000,
516,LEM SS WH IS,LEM SS WH IS,LEM SOSIS WHITE ISCO,ISCO,PCS,STD,25750,
517,LEM TKS,LEM TKS,LEM TIKUS 75 GR,,PCS,RS,8607,
518,LK BNG 72,LK BNG 72,LAKBAN BENING 72 Y,,ROL,NSP,3900,
519,LK BNG 90,LK BNG 90,LAKBAN BENING 90 Y,NIHON,ROL,NSP,6500,
520,LK BNG DCH,LK BNG DCH,LAKBAN BENING DAICHI,DAICHI,ROL,NSP,8635,
521,LK CKLT 90,LK CKLT 90,LAKBAN COKLAT 90 Y,NIHON,ROL,NSP,6500,
522,M JENSET,M JENSET,MESIN JENSET,,PCS,BIM,16000000,
523,M SIM100B,M SIM100B,"MESIN DISC GRINDA 4"" SIM100B MODERN",MODERN,PCS,GMM,225625,
524,M0600B,M0600B,MESIN M0600B MAKITA MT,MAKITA MT,PCS,IKK,337000,
525,M0801B,M0801B,MESIN M0801B MAKITA MT,MAKITA MT,PCS,IKK,532455,
526,M0900B,M0900B,MESIN M0900B MAKITA MT,MAKITA MT,PCS,IKK,359999.65000000002,
527,M0910B,M0910B,MESIN M0910B MAKITA MT,MAKITA MT,PCS,IKK,441750,
528,M1902B,M1902B,MESIN M1902B MAKITA MT,MAKITA MT,PCS,IKK,798000,
529,M2130B,M2130B,MESIN ELECTRIC DRILL M-2130B 13 MM MODERN,MODERN,PCS,GMM,285665,
530,M2150,M2150,MESIN BOR M2150 13MM,MODERN,PCS,GMM,304000,
531,M2360B,M2360B,"MESIN GRINDA M2360B (4"")",MODERN,PCS,MT,236906.25,
532,M2500B,M2500B,MESIN AMPLAS M2500B,MODERN,PCS,GMM,285665,
533,M2700 KPR,M2700 KPR,MESIN PROFILE M2700 KOPER,MODERN,PCS,GMM,313310,
534,M2750,M2750,MESIN PROFIL M2750,MODERN,PCS,MT,299250,
535,M2900,M2900,MESIN ELECTRIC PLANNER M-2900 MODERN,MODERN,PCS,GMM,349275.33000000002,
536,M3700B,M3700B,"MESIN MITTER SAW 7"" M3700B",MODERN,PCS,GMM,731500,
537,MB BTN10,MB BTN10,MATA BOR BETON 10,,PCS,BI,4818.1800000000003,
538,MB BTN12,MB BTN12,MATA BOR BETON 12,,PCS,BI,7363.6499999999996,
539,MB BTN4,MB BTN4,MATA BOR BETON 4,,PCS,BI,1764.6400000000001,
540,MB BTN6,MB BTN6,MATA BOR BETON 6,,PCS,BI,2645.2600000000002,
541,MB BTN8,MB BTN8,MATA BOR BETON 8,,PCS,BI,3854,
542,MB KNG1,MB KNG1,MATA BOR KUNING 1',,PCS,BI,0,
543,"MB KNG1,5","MB KNG1,5","MATA BOR KUNING 1,5'",,PCS,BI,0,
544,MB KNG10,MB KNG10,MATA BOR KUNING 10',,PCS,BI,8300,
545,MB KNG11,MB KNG11,MATA BOR KUNING 11',,PCS,BI,8142.7600000000002,
546,MB KNG12,MB KNG12,MATA BOR KUNING 12',,PCS,BI,8921.7800000000007,
547,MB KNG2,MB KNG2,MATA BOR KUNING 2',,PCS,BI,830,
548,"MB KNG2,5","MB KNG2,5","MATA BOR KUNING 2,5'",,PCS,BI,684,
549,MB KNG3,MB KNG3,MATA BOR KUNING 3',,PCS,BI,954,
550,"MB KNG3,5","MB KNG3,5","MATA BOR KUNING 3,5'",,PCS,BI,1365,
551,MB KNG4,MB KNG4,MATA BOR KUNING 4',,PCS,BI,1398.1800000000001,
552,"MB KNG4,5","MB KNG4,5","MATA BOR KUNING 4,5'",,PCS,BI,1430,
553,MB KNG5,MB KNG5,MATA BOR KUNING 5',,PCS,BI,1695.47,
554,"MB KNG5,5","MB KNG5,5","MATA BOR KUNING 5,5'",,PCS,BI,1748.1800000000001,
555,MB KNG6,MB KNG6,MATA BOR KUNING 6',,PCS,BI,1907,
556,"MB KNG6,5","MB KNG6,5","MATA BOR KUNING 6,5'",,PCS,BI,3233,
557,MB KNG7,MB KNG7,MATA BOR KUNING 7',,PCS,BI,3977.27,
558,"MB KNG7,5","MB KNG7,5","MATA BOR KUNING 7,5'",,PCS,BI,0,
559,MB KNG8,MB KNG8,MATA BOR KUNING 8',,PCS,BI,4177.6700000000001,
560,MB KNG9,MB KNG9,MATA BOR KUNING 9',,PCS,BI,0,
561,MB MTF 10,MB MTF 10,MATA BOR MULTIFUNGSI 10 MM IWA,IWA,PCS,SMT,14300,
562,MB MTF 6,MB MTF 6,MATA BOR MULTIFUNGSI 6 MM IWA,IWA,PCS,SMT,9900,
563,MB MTF 8,MB MTF 8,MATA BOR MULTIFUNGSI 8 MM IWA,IWA,PCS,SMT,11385,
564,MBOR 13 BOSCH,MBOR 13 BOSCH,MESIN BOR 13 MM BOSCH,BOSCH,PCS,RKW,600066,
565,MBOR 2100C,MBOR 2100C,MESIN BOR M2100C 10MM,MODERN,PCS,GMM,218405,
566,MCAS M-12V,MCAS M-12V,MESIN CAS M-12V ELECTRIC DRILL,MODERN,PCS,MT,332500,
567,MCAS M-13V,MCAS M-13V,MESIN CAS M-13V ELECTRIC DRILL,MODERN,PCS,MT,332500,
568,MG GWS700,MG GWS700,MESIN GRENDA GWS700 BOSCH,BOSCH,PCS,RKW,400044,
569,MT CIRCLE HS 4,MT CIRCLE HS 4,"MATA CIRCLE 4"" HASSTON",HASSTON,PCS,CPI,29425,
570,MT CR 4X40T,MT CR 4X40T,MATA CIRCLE 4X40T MODERN,MODERN,PCS,SUARI,22500,
571,MT SRK BSCH,MT SRK BSCH,MATA SERKEL BOSCH 5/8,BOSCH,PCS,RKW,125441.11,
572,MTB CLK YZ 10,MTB CLK YZ 10,MATA BOR COLOK 10 YOZURI,YOZURI,PCS,STS,14250,
573,MTB CLK YZ 12,MTB CLK YZ 12,MATA BOR COLOK 12 YOZURI,YOZURI,PCS,STS,16200,
574,MTB CLK YZ 6,MTB CLK YZ 6,MATA BOR COLOK 6 YOZURI,YOZURI,PCS,STS,10700,
575,MTB CLK YZ 8,MTB CLK YZ 8,MATA BOR COLOK 8 YOZURI,YOZURI,PCS,STS,12000,
576,MTR 10 HA,MTR 10 HA,ROLL METER 10 X 25 HASSTON,HASSTON,PCS,CPI,36025,
577,MTR 10 ISCO,MTR 10 ISCO,ROLL 10 METER AUTOSTOP ISCO,ISCO,LSN,STD,285000,
578,MTR 5 ISCO,MTR 5 ISCO,ROLL 5 METER AUTOSTOP ISCO,ISCO,LSN,STD,150000,
579,MTR AIR PVC,MTR AIR PVC,METERAN AIR PVC MIAMI,MIAMI,PCS,STD,57500,
580,MTR BJ 3 HS,MTR BJ 3 HS,ROLL METER BANG JO 3 MTR HIOSHI,HIOSHI,LSN,KBB,55062,
581,MTR BJ 5 HS,MTR BJ 5 HS,ROLL METER BANG JO 5 MTR HIOSHI,HIOSHI,LSN,KBB,74727,
582,MTR BJ 7.5 HS,MTR BJ 7.5 HS,"ROLL METER BANG JO 7,5 MTR HIOSHI",HIOSHI,LSN,KBB,129789,
583,MTR HS 3 CLS,MTR HS 3 CLS,ROLL 3 METER HIOSHI ECO CLASSIC,HIOSHI,LSN,KBB,82000,
584,MTR HS 5 CLS,MTR HS 5 CLS,ROLL 5 METER HIOSHI ECO CLASSIC,HIOSHI,LSN,KBB,116000,
585,MTR HS 7.5 CLS,MTR HS 7.5 CLS,"ROLL 7,5 METER HIOSHI ECO CLASSIC",HIOSHI,LSN,KBB,206250,
586,MTR JLN 100M,MTR JLN 100M,ROLL MTR FIBER 100 M (METERAN JALAN),HIOSHI,PCS,KBB,53259.370000000003,
587,MTR JLN 30M,MTR JLN 30M,METERAN JALAN 30 MTR TOKIO,TOKIO,PCS,NAS,20000,
588,MTR JLN 50M,MTR JLN 50M,ROLL MTR FIBER 50 M (METERAN JALAN),HIOSHI,PCS,KBB,40000,
589,MTR MP 3 HS,MTR MP 3 HS,ROLL METER MERAH PUTIH 3 MTR HIOSHI,HIOSHI,LSN,KBB,73625,
590,MTR MP 5 HS,MTR MP 5 HS,ROLL METER MERAH PUTIH 5 MTR HIOSHI,HIOSHI,LSN,KBB,102125,
591,MTR MP 7.5 HS,MTR MP 7.5 HS,ROLL METER MERAH PUTIH 7.5 MTR HIOSHI,HIOSHI,LSN,KBB,190000,
592,MTR OTM 3,MTR OTM 3,ROLL METER OTOMAT 3 MTR HIOSHI,HIOSHI,LSN,KBB,146832,
593,MTR OTM 5,MTR OTM 5,ROLL METER OTOMAT 5 MTR HIOSHI,HIOSHI,LSN,KBB,230736,
594,MTR OTM 7.5,MTR OTM 7.5,"ROLL METER OTOMAT 7,5 MTR HIOSHI",HIOSHI,LSN,KBB,464550,
595,MTR TRSP 5,MTR TRSP 5,ROLL METER TRANSPARAN AXELL 5 MTR,AXELL,LSN,SU,82500,
596,MTR UG3 HS,MTR UG3 HS,ROLL METER UPGRADE 3 MTR HIOSHI,HIOSHI,LSN,KBB,85737.5,
597,MTR UG5 HS,MTR UG5 HS,ROLL METER UPGRADE 5 MTR HIOSHI,HIOSHI,LSN,KBB,92268.75,
598,MTR UG7.5 HS,MTR UG7.5 HS,"ROLL METER UPGRADE 7,5 MTR HIOSHI",HIOSHI,LSN,KBB,198550,
599,MTR VPR 7.5,MTR VPR 7.5,"ROLL METERAN 3 STOP 7,5 MTR VPR",VPR,LSN,MSM,145000,
600,MTRES3,MTRES3,ROLL METER ESSEN 3 MTR,ESSEN,LSN,GMM,118587.84,
601,MTRES3 EXTR,MTRES3 EXTR,ROLL METER EXTREME 3M (AUTOSTOP) HIOSHI,HIOSHI,LSN,KBB,152000,
602,MTRES5,MTRES5,ROLL METER ESSEN 5 MTR,ESSEN,LSN,GMM,210700,
603,MTRES5 EXTR,MTRES5 EXTR,ROLL METER EXTREME 5M (AUTOSTOP) HIOSHI,HIOSHI,LSN,KBB,194750,
604,"MTRES7,5","MTRES7,5","ROLL METER ESSEN 7,5",ESSEN,LSN,GMM,367500,
605,MTRHS5 ECO,MTRHS5 ECO,ROLL 5 MTR HIOSHI ECO,HIOSHI,LSN,KBB,87875,
606,MURTD1/2,MURTD1/2,MUR TANDON 1/2 X 3/4,,PCS,STD,2000,
607,MURTD3/4,MURTD3/4,MUR TANDON 3/4 X 1,,PCS,STD,2650,
608,OB HP TORA,OB HP TORA,OBENG HP TORA,TORA,SET,SMM,67754.5,
609,OB KTK HS,OB KTK HS,OBENG KETOK KARET 2800 HIOSHI,HIOSHI,PCS,KBB,47369.959999999999,
610,OB MT ANGIN,OB MT ANGIN,OBENG MATA ANGIN PH2,BOSCH,PAK,RKW,101300,
611,OBB EXT4,OBB EXT4,OBENG BOLAK BALIK / OBB EXTREME 4',HIOSHI,LSN,KBB,74100,
612,OBB USA 4,OBB USA 4,"OBENG BOLAK BALIK / OBB USA 4"" MAXTECH",MAXTECH,LSN,STD,49500,
613,OBB USA HSJ,OBB USA HSJ,OBENG BOLAK BALIK / OBB USA HSJ,HSJ,LSN,MSM,37500,
614,OBB USA LEON,OBB USA LEON,OBENG BOLAK BALIK / OBB USA LEON,LEON,LSN,NIB,42000,
615,OBBPVC290,OBBPVC290,OBENG 2 WAY / OBB WARNA N0.290 3X5 HIOSHI,HIOSHI,LSN,KBB,23750,
616,OBBPVC3,OBBPVC3,OBENG 2 WAY WARNA PLASTIK 3X5 HIOSHI,HIOSHI,LSN,KBB,21591,
617,OVPL 2 GM,OVPL 2 GM,"OVERVAL PLAT GOMEO 2""",GOMEO,LSN,NIB,12250,
618,OVPL 2.5 GM,OVPL 2.5 GM,"OVERVAL PLAT GOMEO 2.5""",GOMEO,LSN,NIB,13500,
619,OVPL 3 GM,OVPL 3 GM,"OVERVAL PLAT GOMEO 3""",GOMEO,LSN,NIB,15000,
620,OVPL 4 GM,OVPL 4 GM,"OVERVAL PLAT GOMEO 4""",GOMEO,LSN,NIB,16500,
621,P SPD MINI,P SPD MINI,POMPA SEPEDA MINI XP TOOL,,PCS,STD,12000,
622,P SPD TOKIO,P SPD TOKIO,POMPA SEPEDA PEG PVC TOKIO,TOKIO,PCS,NAS,32500,
623,P SPD VPR,P SPD VPR,POMPA SEPEDA + MTR CHROME VPR,VPR,PCS,MSM,36500,
624,PAHATKY1,PAHATKY1,TATAH GG KARET 5/16 MAXTECH,MAXTECH,LSN,STD,157500,
625,PAHATKY2,PAHATKY2,TATAH GG KARET 1/4 MAXTECH,MAXTECH,LSN,STD,155455,
626,PAHATKY3,PAHATKY3,TATAH GG KARET 5/8 MAXTECH,MAXTECH,LSN,STD,238500,
627,PAHATKY4,PAHATKY4,TATAH GG KARET 3/4 MAXTECH,MAXTECH,LSN,STD,261000,
628,PAHATKY5,PAHATKY5,TATAH GG KARET 1.1/4 MAXTECH,MAXTECH,LSN,STD,297000,
629,PAHATKY6,PAHATKY6,TATAH GG KARET 1.1/2 MAXTECH,MAXTECH,LSN,STD,241364,
630,PAHATKY7,PAHATKY7,TATAH GG KARET 3/8 MAXTECH,MAXTECH,LSN,STD,220500,
631,PAHATKY8,PAHATKY8,TATAH GG KARET 1/2 MAXTECH,MAXTECH,LSN,STD,229500,
632,PAHATKY9,PAHATKY9,TATAH GG KARET 1 MAXTECH,MAXTECH,LSN,STD,279000,
633,PB GDO100,PB GDO100,PAKU BETON GDO 100,GDO,BOX,BI,51772.660000000003,
634,PB GDO120,PB GDO120,PAKU BETON GDO 120,GDO,BOX,BI,68000,
635,PB GDO20,PB GDO20,PAKU BETON GDO 20,GDO,BOX,BI,5407.6999999999998,
636,PB GDO25,PB GDO25,PAKU BETON GDO 25,GDO,BOX,BI,0,
637,PB GDO30,PB GDO30,PAKU BETON GDO 30,GDO,BOX,BI,7727.3500000000004,
638,PB GDO40,PB GDO40,PAKU BETON GDO 40,GDO,BOX,BI,13136.75,
639,PB GDO50,PB GDO50,PAKU BETON GDO 50,GDO,BOX,BI,17772.73,
640,PB GDO60,PB GDO60,PAKU BETON GDO 60,GDO,BOX,BI,24721.240000000002,
641,PB GDO70,PB GDO70,PAKU BETON GDO 70,GDO,BOX,BI,29363.669999999998,
642,PB GDO80,PB GDO80,PAKU BETON GDO 80,GDO,BOX,BI,41727.269999999997,
643,PB KNG 1.1/2 HS,PB KNG 1.1/2 HS,PAKU BETON KUNING 1.1/2 HIOSHI (250GR),HIOSHI,BOX,KBB,9089.6000000000004,
644,PB KNG 1.1/4 HS,PB KNG 1.1/4 HS,PAKU BETON KUNING 1.1/4 HIOSHI (250GR),HIOSHI,BOX,KBB,9089.6000000000004,
645,PB KNG 2 HS,PB KNG 2 HS,PAKU BETON KUNING 2 HIOSHI (250GR),HIOSHI,BOX,KBB,9089.6000000000004,
646,PB KNG 3 HS,PB KNG 3 HS,PAKU BETON KUNING 3 HIOSHI (250GR),HIOSHI,BOX,KBB,9089.6000000000004,
647,PB KNG1.1/2,PB KNG1.1/2,PAKU BETON KUNING 1.1/2 TORA,TORA,BOX,SMM,13871,
648,PB KNG2,PB KNG2,PAKU BETON KUNING 2 TORA,TORA,BOX,SMM,19206,
649,PB KNG3,PB KNG3,PAKU BETON KUNING 3 TORA,TORA,BOX,SMM,25608,
650,PBH 100,PBH 100,PAKU BETON HITAM 100 HIOSHI,HIOSHI,BOX,KBB,20500,
651,PBH 125,PBH 125,PAKU BETON HITAM 125 HIOSHI,HIOSHI,BOX,KBB,16397.299999999999,
652,PBH 20,PBH 20,PAKU BETON HITAM 20 HIOSHI,HIOSHI,BOX,KBB,16031.25,
653,PBH 25,PBH 25,PAKU BETON HITAM 25 HIOSHI,HIOSHI,BOX,KBB,16031.25,
654,PBH 30,PBH 30,PAKU BETON HITAM 30 HIOSHI,HIOSHI,BOX,KBB,20500,
655,PBH 30 250GR,PBH 30 250GR,PAKU BETON HITAM 30 (250 GR),HIOSHI,BOX,KBB,9089.6000000000004,
656,PBH 40,PBH 40,PAKU BETON HITAM 40 HIOSHI,HIOSHI,BOX,KBB,20500,
657,PBH 40 250GR,PBH 40 250GR,PAKU BETON HITAM 40 (250 GR),HIOSHI,BOX,KBB,9089.6000000000004,
658,PBH 50,PBH 50,PAKU BETON HITAM 50 HIOSHI,HIOSHI,BOX,KBB,22550,
659,PBH 50 250GR,PBH 50 250GR,PAKU BETON HITAM 50 (250 GR),HIOSHI,BOX,KBB,9089.6000000000004,
660,PBH 63,PBH 63,PAKU BETON HITAM 60 HIOSHI,HIOSHI,BOX,KBB,20500,
661,PBH 70,PBH 70,PAKU BETON HITAM 70 HIOSHI,HIOSHI,BOX,KBB,20500,
662,PBH 70 250GR,PBH 70 250GR,PAKU BETON HITAM 70 (250 GR),HIOSHI,BOX,KBB,9089.6000000000004,
663,PBHD1,PBHD1,"PAKU BETON PUTIH HD 1""",HIOSHI,BOX,KBB,9089.6000000000004,
664,PBHD1.1/2,PBHD1.1/2,"PAKU BETON PUTIH HD 1.1/2""",HIOSHI,BOX,KBB,22550,
665,PBHD1.1/4,PBHD1.1/4,"PAKU BETON PUTIH HD 1.1/4""",HIOSHI,BOX,KBB,9089.6000000000004,
666,PBHD2,PBHD2,"PAKU BETON PUTIH HD 2""",HIOSHI,BOX,KBB,9089.6000000000004,
667,PBHD2.1/2,PBHD2.1/2,"PAKU BETON PUTIH HD 2.1/2""",HIOSHI,BOX,KBB,18050,
668,PBHD3,PBHD3,"PAKU BETON PUTIH HD 3""",HIOSHI,BOX,KBB,9089.6000000000004,
669,PBHD4,PBHD4,"PAKU BETON PUTIH HD 4""",HIOSHI,BOX,KBB,22550,
670,PENGKI HLM,PENGKI HLM,PENGKI WARNA HELMUT,HELMUT,LSN,SPS,81000,
671,PENGKI RYR,PENGKI RYR,PENGKI REYNER,REYNER,LSN,NIB,81000,
672,PK KALSI MTR,PK KALSI MTR,PAKU KALSIBOARD MATRIX,MATRIX,BOX,SU,16750,
673,PK KALSI VPR,PK KALSI VPR,PAKU KALSIBOARD 1',VPR,BOX,SMSL,16000,
674,PK RV SIP 435,PK RV SIP 435,PAKU RIVET SIP 435,,BOX,SUARI,52500,
675,PK RV SIP 440,PK RV SIP 440,PAKU RIVET SIP 440,,BOX,SUARI,60500,
676,PK RV SIP 450,PK RV SIP 450,PAKU RIVET SIP 450,,BOX,SUARI,61000,
677,PK RV SIP 540,PK RV SIP 540,PAKU RIVET SIP 540,,BOX,SUARI,87000,
678,PK RV SIP 550,PK RV SIP 550,PAKU RIVET SIP 550,,BOX,SUARI,78000,
679,PK SG ER2,PK SG ER2,"PAKU SENG ERDOS 2""",ERDOS,DOS,MSM,120000,
680,PK SG GRT2,PK SG GRT2,"PAKU SENG GRT 2""",GRT,DOS,SMSL,106500,
681,PL BDM 2LB,PL BDM 2LB,PALU BODEM 2 LB HIOSHI,HIOSHI,PCS,KBB,51656.25,
682,PL KMB 12P,PL KMB 12P,PALU KAMBING 12OZ P VPR,VPR,LSN,MSM,215000,
683,PL KMB 12R,PL KMB 12R,PALU KAMBING 12OZ R VPR,VPR,LSN,MSM,220000,
684,PL KMB 16P,PL KMB 16P,PALU KAMBING 16OZ P VPR,VPR,LSN,MSM,245000,
685,PL KMB 16R,PL KMB 16R,PALU KAMBING 16OZ R VPR,VPR,LSN,MSM,250000,
686,PL KMB 8P,PL KMB 8P,PALU KAMBING 8OZ P VPR,VPR,LSN,MSM,185000,
687,PL KMB 8R,PL KMB 8R,PALU KAMBING 80Z R VPR,VPR,LSN,MSM,190000,
688,PL MINI 8OZ,PL MINI 8OZ,PALU MINI 8OZ YUSTAR,YUSTAR,LSN,HHH,166250,
689,PL PP 12R,PL PP 12R,PALU KAMBING PIPA 12OZ R YUSTAR,YUSTAR,PCS,HHH,17860,
690,PL PP 8R,PL PP 8R,PALU KAMBING PIPA 8OZ R YUSTAR,YUSTAR,PCS,HHH,15040,
691,PL RADAR ST70,PL RADAR ST70,PELAMPUNG RADAR ST70,,PCS,STD,38000,
692,PLBOLAKNG1/2,PLBOLAKNG1/2,PELAMPUNG BOLA KUNINGAN 1/2,HIOSHI,PCS,KBB,64676,
693,PLBOLAKNG3/4,PLBOLAKNG3/4,PELAMPUNG BOLA KUNINGAN 3/4,HIOSHI,PCS,KBB,69920,
694,PLMP L SC07,PLMP L SC07,PELAMPUNG L SC-07 ISCO,ISCO,PCS,STD,20000,
695,PLMP T SC07,PLMP T SC07,PELAMPUNG T SC-07 ISCO,ISCO,PCS,STD,20000,
696,PLMPG SC70,PLMPG SC70,PELAMPUNG WATERLEVEL ST70 ISCO,ISCO,PCS,STD,40000,
697,PMP CLP SAN EI,PMP CLP SAN EI,POMPA CELUP SAN EI 135 NON AUTO,SAN EI,PCS,STD,490000,
698,PMP OT SC-125,PMP OT SC-125,POMPA OTOMATIS SC-125 TEXAS,TEXAS,PCS,STD,29000,
699,PMP OT SC125 1/4,PMP OT SC125 1/4,OTOMATIS POMPA SC-125 1/4 ISCO,ISCO,PCS,STD,26000,
700,PMP OT SC125 IS,PMP OT SC125 IS,OTOMATIS POMPA SC-125 3/8 ISCO,ISCO,PCS,STD,26000,
701,PMP OT SC130 IS,PMP OT SC130 IS,POMPA OTOMATIS SC-130 ISCO,ISCO,PCS,STD,27000,
702,POT HLMT,POT HLMT,POT HELMUT HYPER 45,HELMUT,LSN,SPS,525200.14000000001,
703,PR CTRL PUMP,PR CTRL PUMP,PRESS CONTROL / AUTOMATIC PUMP,TORA,PCS,SMM,288750,
704,PRES CTRL,PRES CTRL,PRESSURE CONTROL SC88 ISCO,ISCO,PCS,STD,220000,
705,PTKC TC59,PTKC TC59,ALAT POTONG KACA TC-59 TOYO,TOYO,PCS,SA,11400,
706,PTPP STRS,PTPP STRS,ALAT POTONG PIPA PVC STRAUSS,STRAUSS,PCS,LGA,34639,
